S1_1,S1_2,S1_3,S1_4,S1_5,S1_6,S2_1,S2_2,S3_1,S3_2,S4_1,Nivel_agua,Nivel_total
1524.07674,1524.65684,1530.27809,1538.64287,1552.57684,1553.29027,1531.03957,1539.38383,1544.77823,1550.40725,1545.27789,1880.0,2188.0
1524.07637,1524.6567,1530.27729,1538.64223,1552.57629,1553.28998,1531.04003,1539.38383,1544.70865,1550.40711,1545.27854,1880.0,2188.0
1524.07615,1524.65669,1530.27726,1538.64277,1552.57591,1553.29,1531.03986,1539.38496,1544.77721,1550.40735,1545.27758,1880.0,2188.0
1524.07667,1524.65662,1530.27729,1538.64272,1552.57654,1553.29006,1531.04048,1539.38393,1544.77772,1550.40806,1545.27795,1880.0,2188.0
1524.07605,1524.65646,1530.27677,1538.64298,1552.5767,1553.28972,1531.04048,1539.38397,1544.77712,1550.40764,1545.27763,1880.0,2188.0
1524.07662,1524.65679,1530.27682,1538.64269,1552.57634,1553.29003,1531.03989,1539.38419,1544.77548,1550.40719,1545.27797,1880.0,2188.0
1524.07559,1524.65664,1530.27685,1538.64265,1552.57653,1553.28994,1531.03997,1539.3841,1544.77652,1550.40696,1545.27713,1880.0,2188.0
1524.07574,1524.65667,1530.27741,1538.64211,1552.57696,1553.28944,1531.04017,1539.38424,1544.77621,1550.40816,1545.27793,1880.0,2188.0
1524.07562,1524.65621,1530.27669,1538.64238,1552.57726,1553.2905,1531.04069,1539.38411,1544.77641,1550.40715,1545.27779,1880.0,2188.0
1524.07625,1524.6563,1530.27763,1538.64259,1552.57696,1553.2898,1531.04061,1539.38532,1544.77694,1550.40669,1545.27843,1880.0,2188.0
1524.07628,1524.65691,1530.27754,1538.64275,1552.57735,1553.29032,1531.04057,1539.3834,1544.77693,1550.40655,1545.27769,1880.0,2188.0
1524.0766,1524.6555,1530.27648,1538.64271,1552.5764,1553.28972,1531.04139,1539.3834,1544.77713,1550.40688,1545.27799,1880.0,2188.0
1524.07606,1524.65672,1530.27702,1538.64301,1552.57653,1553.29037,1531.04042,1539.38425,1544.77677,1550.40753,1545.27909,1880.0,2188.0
1524.07669,1524.65738,1530.27701,1538.64332,1552.57665,1553.29018,1531.0402,1539.38408,1544.77707,1550.40757,1545.27809,1880.0,2188.0
1524.07717,1524.65627,1530.27741,1538.64217,1552.57648,1553.29056,1531.04045,1539.38495,1544.77486,1550.40736,1545.27739,1880.0,2188.0
1524.07606,1524.65669,1530.27683,1538.6428,1552.5767,1553.29061,1531.04105,1539.38412,1544.77825,1550.40837,1545.27802,1880.0,2188.0
1524.07599,1524.65625,1530.27706,1538.64225,1552.57665,1553.29025,1531.04072,1539.38381,1544.77696,1550.40736,1545.27949,1880.0,2188.0
1524.0762,1524.65663,1530.2765,1538.64245,1552.5769,1553.29033,1531.03994,1539.38353,1544.70561,1550.40714,1545.27826,1880.0,2188.0
1524.0766,1524.65648,1530.27675,1538.64294,1552.57712,1553.29008,1531.04075,1539.38421,1544.77715,1550.40624,1545.27837,1880.0,2188.0
1524.07569,1524.65604,1530.27691,1538.6425,1552.57665,1553.28957,1531.0402,1539.38447,1544.77762,1550.40842,1545.27713,1880.0,2188.0
1524.07595,1524.65622,1530.27767,1538.6426,1552.57694,1553.29055,1531.03996,1539.38428,1544.77728,1550.40831,1545.27801,1880.0,2188.0
1524.07583,1524.65626,1530.27686,1538.64277,1552.57707,1553.2903,1531.04027,1539.38392,1544.77724,1550.40663,1545.2784,1880.0,2188.0
1524.07643,1524.65646,1530.27708,1538.64265,1552.57619,1553.29034,1531.03994,1539.38416,1544.77714,1550.40815,1545.27777,1880.0,2188.0
1524.0767,1524.65696,1530.27733,1538.64322,1552.57626,1553.29008,1531.03995,1539.3849,1544.70641,1550.40733,1545.27848,1880.0,2188.0
1524.07567,1524.65647,1530.27687,1538.64289,1552.57603,1553.2901,1531.04049,1539.38421,1544.77719,1550.40615,1545.2778,1880.0,2188.0
1524.07643,1524.65643,1530.27696,1538.64331,1552.57718,1553.28966,1531.03892,1539.38443,1544.77777,1550.40636,1545.27844,1880.0,2188.0
1524.07581,1524.6561,1530.27714,1538.64296,1552.57667,1553.29022,1531.04045,1539.38452,1544.77702,1550.40759,1545.27789,1880.0,2188.0
1524.07568,1524.6571,1530.27731,1538.64296,1552.57681,1553.28978,1531.04043,1539.38425,1544.77708,1550.40641,1545.2787,1880.0,2188.0
1524.07633,1524.65744,1530.27725,1538.64308,1552.57667,1553.29009,1531.04012,1539.38503,1544.7776,1550.40733,1545.27868,1880.0,2188.0
1524.07575,1524.65674,1530.27702,1538.64275,1552.57648,1553.29114,1531.03998,1539.38382,1544.77801,1550.40867,1545.27871,1880.0,2188.0
1524.07625,1524.65661,1530.2778,1538.64242,1552.57645,1553.29017,1531.04056,1539.38464,1544.77371,1550.40746,1545.2785,1880.0,2188.0
1524.07681,1524.6568,1530.27687,1538.6426,1552.57716,1553.29016,1531.04034,1539.38443,1544.77512,1550.40607,1545.27868,1880.0,2188.0
1524.07609,1524.6566,1530.27709,1538.64255,1552.57653,1553.28997,1531.03988,1539.38372,1544.77565,1550.40891,1545.27798,1880.0,2188.0
1524.07642,1524.65637,1530.27689,1538.64286,1552.57698,1553.29109,1531.04117,1539.38495,1544.77531,1550.40823,1545.27764,1880.0,2188.0
1524.07626,1524.65734,1530.27715,1538.64372,1552.57706,1553.29,1531.04041,1539.38361,1544.77675,1550.407,1545.27837,1880.0,2188.0
1524.07644,1524.657,1530.27723,1538.64288,1552.57755,1553.29036,1531.03987,1539.3847,1544.77741,1550.40631,1545.27798,1880.0,2188.0
1524.07688,1524.657,1530.27668,1538.64309,1552.57581,1553.28997,1531.04009,1539.38443,1544.77561,1550.407,1545.27784,1880.0,2188.0
1524.07627,1524.65682,1530.27716,1538.64322,1552.57635,1553.29024,1531.04051,1539.38401,1544.77501,1550.40763,1545.27952,1880.0,2188.0
1524.07593,1524.65717,1530.27706,1538.64281,1552.57646,1553.29046,1531.04024,1539.38502,1544.77629,1550.40894,1545.27806,1880.0,2188.0
1524.07561,1524.65649,1530.27741,1538.64281,1552.5768,1553.2906,1531.03997,1539.38467,1544.77662,1550.40625,1545.27864,1880.0,2188.0
1524.07576,1524.65695,1530.27687,1538.64308,1552.57649,1553.29029,1531.04168,1539.38449,1544.77633,1550.40786,1545.2778,1880.0,2188.0
1524.07587,1524.65688,1530.27664,1538.64374,1552.57644,1553.2909,1531.04009,1539.38532,1544.77686,1550.40697,1545.27771,1880.0,2188.0
1524.07588,1524.65705,1530.27663,1538.64301,1552.57729,1553.29027,1531.03985,1539.38434,1544.77463,1550.4075,1545.27803,1880.0,2188.0
1524.07593,1524.65663,1530.27714,1538.6437,1552.57638,1553.28998,1531.04093,1539.38508,1544.77388,1550.40839,1545.27879,1880.0,2188.0
1524.07649,1524.65637,1530.27677,1538.64245,1552.57655,1553.28944,1531.04002,1539.38476,1544.70429,1550.40712,1545.27796,1880.0,2188.0
1524.07636,1524.65666,1530.27799,1538.64271,1552.57649,1553.29037,1531.04035,1539.38428,1544.77675,1550.40846,1545.2776,1880.0,2188.0
1524.07618,1524.65681,1530.27712,1538.6429,1552.57709,1553.2908,1531.04026,1539.38443,1544.77773,1550.40817,1545.27873,1880.0,2188.0
1524.07578,1524.65623,1530.27631,1538.64322,1552.57715,1553.28985,1531.04077,1539.38414,1544.7775,1550.40813,1545.27841,1880.0,2188.0
1524.0758,1524.65653,1530.27667,1538.64311,1552.57612,1553.29025,1531.04016,1539.38461,1544.77787,1550.40825,1545.27797,1880.0,2188.0
1524.07613,1524.65699,1530.27706,1538.64285,1552.57644,1553.28943,1531.04031,1539.38426,1544.77755,1550.40754,1545.27773,1880.0,2188.0
1524.07564,1524.65628,1530.27697,1538.64303,1552.57689,1553.29022,1531.04063,1539.38454,1544.77526,1550.40777,1545.27778,1880.0,2188.0
1524.07593,1524.65618,1530.27742,1538.6436,1552.57598,1553.29011,1531.04049,1539.38517,1544.77467,1550.40884,1545.27842,1880.0,2188.0
1524.07571,1524.65598,1530.27709,1538.64304,1552.5767,1553.29013,1531.0405,1539.38473,1544.77617,1550.40755,1545.27766,1880.0,2188.0
1524.07583,1524.65657,1530.27653,1538.64354,1552.57683,1553.29039,1531.04035,1539.38394,1544.77648,1550.40802,1545.2782,1880.0,2188.0
1524.07605,1524.65698,1530.27621,1538.64281,1552.57634,1553.29026,1531.04007,1539.38452,1544.77556,1550.40656,1545.2787,1880.0,2188.0
1524.07611,1524.65685,1530.27661,1538.64283,1552.57653,1553.29112,1531.04072,1539.38379,1544.77726,1550.40815,1545.27799,1880.0,2188.0
1524.07605,1524.65632,1530.27669,1538.64206,1552.57679,1553.29002,1531.04065,1539.3848,1544.77811,1550.40786,1545.27783,1880.0,2188.0
1524.0762,1524.65744,1530.27611,1538.64304,1552.57654,1553.29043,1531.04078,1539.3846,1544.77676,1550.40828,1545.27865,1880.0,2188.0
1524.07612,1524.65645,1530.27666,1538.64324,1552.57665,1553.29042,1531.04084,1539.38469,1544.70375,1550.40733,1545.27875,1880.0,2188.0
1524.07625,1524.65693,1530.27675,1538.64317,1552.57682,1553.29052,1531.04008,1539.38451,1544.77574,1550.40724,1545.27854,1880.0,2188.0
1524.07611,1524.65575,1530.27638,1538.64264,1552.57745,1553.28954,1531.04068,1539.38461,1544.77776,1550.40748,1545.27915,1880.0,2188.0
1524.07602,1524.65621,1530.27706,1538.64444,1552.57673,1553.29026,1531.04027,1539.38377,1544.7739,1550.40858,1545.27831,1880.0,2188.0
1524.07584,1524.65611,1530.27706,1538.64267,1552.57598,1553.29015,1531.03967,1539.38369,1544.77474,1550.40757,1545.27899,1880.0,2188.0
1524.07587,1524.65549,1530.27751,1538.64318,1552.5761,1553.29004,1531.04034,1539.38423,1544.77708,1550.40621,1545.279,1880.0,2188.0
1524.07568,1524.65595,1530.27693,1538.64286,1552.57659,1553.28955,1531.04118,1539.38433,1544.7766,1550.40857,1545.27858,1880.0,2188.0
1524.07596,1524.65587,1530.2763,1538.64293,1552.57714,1553.29006,1531.0403,1539.3843,1544.77536,1550.40779,1545.27823,1880.0,2188.0
1524.07657,1524.65595,1530.27625,1538.64288,1552.5766,1553.28891,1531.04049,1539.38433,1544.77691,1550.40764,1545.27846,1880.0,2188.0
1524.07571,1524.6566,1530.27682,1538.64315,1552.57647,1553.29056,1531.04034,1539.38384,1544.77462,1550.40796,1545.27806,1880.0,2188.0
1524.07644,1524.65573,1530.2764,1538.64284,1552.57714,1553.28985,1531.04045,1539.38468,1544.7762,1550.40751,1545.2791,1880.0,2188.0
1524.07606,1524.65626,1530.27623,1538.64338,1552.57678,1553.2903,1531.04013,1539.38424,1544.77643,1550.40881,1545.27764,1880.0,2188.0
1524.07614,1524.65519,1530.27703,1538.64295,1552.57621,1553.28973,1531.04103,1539.38447,1544.70163,1550.41036,1545.27832,1880.0,2188.0
1524.07597,1524.65585,1530.27608,1538.64352,1552.57633,1553.2898,1531.04113,1539.38488,1544.77517,1550.40789,1545.278,1880.0,2188.0
1524.07622,1524.65547,1530.2766,1538.643,1552.57727,1553.29006,1531.04019,1539.38516,1544.77618,1550.40759,1545.27828,1880.0,2188.0
1524.07573,1524.65596,1530.27703,1538.64245,1552.57618,1553.29038,1531.04053,1539.38498,1544.7761,1550.40813,1545.27887,1880.0,2188.0
1524.07652,1524.65628,1530.27635,1538.64311,1552.57713,1553.29072,1531.04069,1539.3842,1544.77674,1550.40898,1545.27785,1880.0,2188.0
1524.07726,1524.65713,1530.27589,1538.64385,1552.57644,1553.29027,1531.04031,1539.38495,1544.77555,1550.40946,1545.27824,1880.0,2188.0
1524.07588,1524.65659,1530.2765,1538.64347,1552.57599,1553.29051,1531.04007,1539.38429,1544.77576,1550.40926,1545.27906,1880.0,2188.0
1524.07658,1524.65636,1530.27751,1538.6425,1552.57627,1553.29009,1531.04097,1539.38406,1544.7752,1550.40855,1545.27811,1880.0,2188.0
1524.07595,1524.65632,1530.27639,1538.64292,1552.57622,1553.28976,1531.04057,1539.38352,1544.775,1550.40872,1545.27834,1880.0,2188.0
1524.07616,1524.6559,1530.2773,1538.64301,1552.57603,1553.28991,1531.04058,1539.38506,1544.70072,1550.40801,1545.27866,1880.0,2188.0
1524.07679,1524.6564,1530.27639,1538.64336,1552.5763,1553.28938,1531.04074,1539.38447,1544.77628,1550.40799,1545.27908,1880.0,2188.0
1524.07545,1524.65642,1530.27663,1538.64302,1552.57715,1553.2896,1531.04085,1539.38416,1544.77681,1550.40758,1545.27821,1880.0,2188.0
1524.07615,1524.65745,1530.27684,1538.64243,1552.57575,1553.29059,1531.0402,1539.3837,1544.77492,1550.40696,1545.27742,1880.0,2188.0
1524.07612,1524.65646,1530.27661,1538.64346,1552.57664,1553.29015,1531.04069,1539.38479,1544.77654,1550.40892,1545.27797,1880.0,2188.0
1524.07634,1524.65591,1530.2764,1538.64243,1552.57651,1553.28943,1531.04106,1539.38406,1544.77644,1550.40777,1545.27783,1880.0,2188.0
1524.07625,1524.65713,1530.27663,1538.64347,1552.57611,1553.28988,1531.04072,1539.3839,1544.70395,1550.40865,1545.27829,1880.0,2188.0
1524.07606,1524.65597,1530.27675,1538.64306,1552.57601,1553.28993,1531.0405,1539.38394,1544.77565,1550.408,1545.27861,1880.0,2188.0
1524.07676,1524.65633,1530.27639,1538.6436,1552.5768,1553.28993,1531.04085,1539.38434,1544.77428,1550.40822,1545.27816,1880.0,2188.0
1524.07624,1524.65719,1530.27667,1538.64294,1552.57513,1553.28994,1531.04098,1539.38383,1544.77613,1550.40769,1545.27828,1880.0,2188.0
1524.0767,1524.65669,1530.27597,1538.64389,1552.57618,1553.28972,1531.04063,1539.38466,1544.77703,1550.40859,1545.2784,1880.0,2188.0
1524.0768,1524.65677,1530.2768,1538.64363,1552.57674,1553.28948,1531.04067,1539.38434,1544.77569,1550.40877,1545.28006,1880.0,2188.0
1524.07574,1524.65654,1530.27698,1538.64336,1552.5756,1553.28999,1531.04049,1539.38468,1544.77662,1550.40806,1545.27887,1880.0,2188.0
1524.07666,1524.65668,1530.2766,1538.64333,1552.57678,1553.2904,1531.03989,1539.3843,1544.77583,1550.40973,1545.27885,1880.0,2188.0
1524.07605,1524.65633,1530.27619,1538.64298,1552.57657,1553.29047,1531.0405,1539.38488,1544.77646,1550.41,1545.27777,1880.0,2188.0
1524.07645,1524.65536,1530.27647,1538.64321,1552.57576,1553.29035,1531.04093,1539.38491,1544.77691,1550.40892,1545.27961,1880.0,2188.0
1524.07513,1524.65644,1530.2774,1538.64369,1552.57628,1553.29006,1531.04044,1539.38399,1544.77778,1550.40837,1545.2792,1880.0,2188.0
1524.07585,1524.65677,1530.27623,1538.64342,1552.57655,1553.29043,1531.0403,1539.38441,1544.77511,1550.40906,1545.27801,1880.0,2188.0
1524.07652,1524.65628,1530.2766,1538.64345,1552.57715,1553.2909,1531.04064,1539.38469,1544.77642,1550.40793,1545.27919,1880.0,2188.0
1524.07588,1524.65607,1530.27643,1538.64342,1552.57633,1553.29056,1531.04008,1539.3852,1544.77644,1550.40894,1545.27885,1880.0,2188.0
1524.07648,1524.65623,1530.27614,1538.64424,1552.57657,1553.29006,1531.04084,1539.38394,1544.77769,1550.40823,1545.27837,1880.0,2188.0
1524.07597,1524.65644,1530.27614,1538.64346,1552.57675,1553.28984,1531.04012,1539.38395,1544.77589,1550.40956,1545.27888,1880.0,2188.0
1524.07592,1524.65634,1530.27664,1538.64314,1552.57712,1553.29074,1531.0411,1539.3848,1544.7739,1550.40925,1545.2789,1880.0,2188.0
1524.07583,1524.6563,1530.2766,1538.64337,1552.57644,1553.29061,1531.04055,1539.38438,1544.77573,1550.40932,1545.27891,1880.0,2188.0
1524.07554,1524.65657,1530.2765,1538.64349,1552.57693,1553.2895,1531.03989,1539.38452,1544.77629,1550.40867,1545.27889,1880.0,2188.0
1524.07632,1524.65677,1530.27644,1538.6438,1552.57673,1553.29027,1531.04085,1539.38477,1544.7758,1550.40885,1545.27909,1880.0,2188.0
1524.07683,1524.65617,1530.2764,1538.64361,1552.57656,1553.28937,1531.04013,1539.38418,1544.77672,1550.40829,1545.2796,1880.0,2188.0
1524.07565,1524.65628,1530.27714,1538.64371,1552.57661,1553.29014,1531.04029,1539.38523,1544.777,1550.40906,1545.27903,1880.0,2188.0
1524.07569,1524.65614,1530.27643,1538.64378,1552.57667,1553.29043,1531.04129,1539.38355,1544.70254,1550.41012,1545.27856,1880.0,2188.0
1524.07557,1524.65552,1530.27672,1538.64303,1552.57648,1553.29018,1531.04083,1539.38501,1544.77566,1550.40996,1545.27831,1880.0,2188.0
1524.07563,1524.65642,1530.27676,1538.64326,1552.57639,1553.29028,1531.04071,1539.38512,1544.77739,1550.40978,1545.27906,1880.0,2188.0
1524.0755,1524.65658,1530.27624,1538.64389,1552.57645,1553.29045,1531.04043,1539.38355,1544.77722,1550.40689,1545.27864,1880.0,2188.0
1524.07572,1524.65621,1530.2767,1538.64368,1552.57695,1553.29048,1531.0403,1539.38402,1544.77521,1550.4091,1545.27926,1880.0,2188.0
1524.07644,1524.65615,1530.27698,1538.64342,1552.57676,1553.29055,1531.04053,1539.38579,1544.77592,1550.41076,1545.2788,1880.0,2188.0
1524.07616,1524.65676,1530.27646,1538.64351,1552.57679,1553.29024,1531.04173,1539.38515,1544.70345,1550.4093,1545.27824,1880.0,2188.0
1524.07653,1524.65688,1530.27631,1538.64367,1552.5769,1553.29066,1531.04086,1539.38501,1544.7766,1550.40996,1545.27866,1880.0,2188.0
1524.07625,1524.65691,1530.27604,1538.64382,1552.57663,1553.29036,1531.04082,1539.38356,1544.77795,1550.40888,1545.27857,1880.0,2188.0
1524.07681,1524.6563,1530.27685,1538.64403,1552.57704,1553.29018,1531.04154,1539.38506,1544.69984,1550.41008,1545.27896,1880.0,2188.0
1524.0756,1524.6564,1530.27566,1538.64402,1552.57685,1553.28996,1531.04014,1539.38431,1544.77666,1550.40964,1545.279,1880.0,2188.0
1524.07668,1524.65645,1530.2766,1538.64379,1552.57681,1553.29043,1531.04109,1539.38446,1544.77629,1550.40867,1545.27889,1880.0,2188.0
1524.07594,1524.65653,1530.27605,1538.64355,1552.57642,1553.2908,1531.04169,1539.38522,1544.77566,1550.40917,1545.27872,1880.0,2188.0
1524.07676,1524.65674,1530.27645,1538.64388,1552.5767,1553.29036,1531.04164,1539.38561,1544.777,1550.40936,1545.27864,1880.0,2188.0
1524.07691,1524.65708,1530.27663,1538.64381,1552.57687,1553.29019,1531.04159,1539.38434,1544.77616,1550.4097,1545.27927,1880.0,2188.0
1524.07668,1524.65649,1530.27641,1538.64326,1552.57622,1553.29048,1531.04105,1539.38496,1544.77678,1550.41025,1545.2787,1880.0,2188.0
1524.07681,1524.65688,1530.27626,1538.64391,1552.57624,1553.29036,1531.04131,1539.38587,1544.77662,1550.41083,1545.27872,1880.0,2188.0
1524.0763,1524.65686,1530.27573,1538.64406,1552.57714,1553.29092,1531.04163,1539.38534,1544.77583,1550.41033,1545.27817,1880.0,2188.0
1524.07682,1524.65724,1530.27578,1538.64315,1552.57727,1553.29002,1531.04137,1539.38529,1544.77592,1550.40891,1545.27972,1880.0,2188.0
1524.07605,1524.65659,1530.27584,1538.64421,1552.57695,1553.29057,1531.04153,1539.38537,1544.77539,1550.40896,1545.27983,1880.0,2188.0
1524.07602,1524.6565,1530.27608,1538.64433,1552.57593,1553.29041,1531.04153,1539.38563,1544.77661,1550.4093,1545.2793,1880.0,2188.0
1524.07615,1524.65636,1530.27625,1538.64408,1552.57659,1553.29021,1531.0415,1539.38486,1544.77604,1550.413,1545.27915,1880.0,2188.0
1524.07683,1524.65638,1530.27624,1538.64351,1552.57638,1553.29073,1531.0401,1539.38428,1544.77627,1550.40844,1545.27852,1880.0,2188.0
1524.07677,1524.65699,1530.27635,1538.64369,1552.57724,1553.29018,1531.04059,1539.38476,1544.77604,1550.41014,1545.27946,1880.0,2188.0
1524.07579,1524.65624,1530.27611,1538.644,1552.57587,1553.2905,1531.0416,1539.38492,1544.77597,1550.41001,1545.27944,1880.0,2188.0
1524.07561,1524.65728,1530.27684,1538.6436,1552.57638,1553.29063,1531.04117,1539.38558,1544.777,1550.40934,1545.27939,1880.0,2188.0
1524.07631,1524.65652,1530.27625,1538.64385,1552.57698,1553.28995,1531.04097,1539.38508,1544.77632,1550.40922,1545.27879,1880.0,2188.0
1524.07627,1524.65709,1530.27599,1538.64395,1552.57664,1553.28985,1531.04163,1539.38511,1544.77565,1550.41014,1545.27833,1880.0,2188.0
1524.07689,1524.65689,1530.27653,1538.64393,1552.57647,1553.29005,1531.04122,1539.38504,1544.77638,1550.40964,1545.27857,1880.0,2188.0
1524.0763,1524.65637,1530.27585,1538.64454,1552.5767,1553.29006,1531.0416,1539.38457,1544.77556,1550.40955,1545.27933,1880.0,2188.0
1524.0762,1524.65701,1530.27644,1538.64415,1552.57667,1553.29003,1531.04137,1539.38465,1544.77545,1550.41021,1545.27904,1880.0,2188.0
1524.0765,1524.65732,1530.2768,1538.64398,1552.57716,1553.28984,1531.04118,1539.38401,1544.77478,1550.40786,1545.27906,1880.0,2188.0
1524.07583,1524.65692,1530.27624,1538.64413,1552.57657,1553.29028,1531.04144,1539.38569,1544.7765,1550.40934,1545.27963,1880.0,2188.0
1524.0764,1524.65668,1530.27582,1538.644,1552.57639,1553.29047,1531.0411,1539.38412,1544.77601,1550.41064,1545.27977,1880.0,2188.0
1524.07714,1524.65694,1530.27624,1538.64367,1552.57693,1553.29044,1531.0406,1539.38567,1544.77669,1550.41024,1545.27956,1880.0,2188.0
1524.07553,1524.65696,1530.27632,1538.64365,1552.57661,1553.29052,1531.04059,1539.38474,1544.77592,1550.40983,1545.27907,1880.0,2188.0
1524.07621,1524.65643,1530.27637,1538.64362,1552.57658,1553.2899,1531.04107,1539.38525,1544.77663,1550.40893,1545.27908,1880.0,2188.0
1524.0774,1524.6573,1530.27627,1538.64418,1552.57664,1553.28983,1531.04105,1539.38461,1544.77584,1550.411,1545.27899,1880.0,2188.0
1524.0764,1524.65654,1530.27637,1538.64398,1552.57726,1553.29033,1531.04102,1539.38519,1544.77654,1550.41,1545.27847,1880.0,2188.0
1524.0768,1524.65672,1530.27645,1538.64318,1552.57639,1553.29073,1531.04142,1539.38508,1544.77613,1550.40852,1545.27903,1880.0,2188.0
1524.07716,1524.6565,1530.27708,1538.64351,1552.57679,1553.28987,1531.04149,1539.38555,1544.77517,1550.41046,1545.27841,1880.0,2188.0
1524.07679,1524.6565,1530.27656,1538.64369,1552.57689,1553.29093,1531.04085,1539.38438,1544.77629,1550.41056,1545.27877,1880.0,2188.0
1524.07691,1524.657,1530.27696,1538.6436,1552.57676,1553.29082,1531.04084,1539.38439,1544.77658,1550.4106,1545.27852,1880.0,2188.0
1524.07642,1524.65664,1530.27581,1538.64364,1552.57707,1553.29023,1531.0413,1539.38513,1544.77679,1550.40972,1545.27951,1880.0,2188.0
1524.07653,1524.65651,1530.27703,1538.64336,1552.57679,1553.29048,1531.04108,1539.38482,1544.77631,1550.41006,1545.27869,1880.0,2188.0
1524.07781,1524.65638,1530.27644,1538.64329,1552.5764,1553.29063,1531.04184,1539.3844,1544.77574,1550.41047,1545.27878,1880.0,2188.0
1524.07685,1524.65682,1530.27606,1538.644,1552.57663,1553.29066,1531.04044,1539.38509,1544.77576,1550.40985,1545.27866,1880.0,2188.0
1524.07699,1524.65647,1530.27721,1538.64393,1552.57641,1553.29051,1531.04093,1539.3849,1544.77568,1550.41119,1545.27926,1880.0,2188.0
1524.07634,1524.65634,1530.27686,1538.64343,1552.57652,1553.29032,1531.04168,1539.38452,1544.77544,1550.41043,1545.27867,1880.0,2188.0
1524.07676,1524.65645,1530.2764,1538.64384,1552.57646,1553.29081,1531.04106,1539.38526,1544.77513,1550.40936,1545.27821,1880.0,2188.0
1524.077,1524.65705,1530.27622,1538.64367,1552.57721,1553.28994,1531.04145,1539.38435,1544.77655,1550.41102,1545.27887,1880.0,2188.0
1524.0758,1524.65657,1530.27636,1538.64428,1552.57703,1553.29032,1531.04139,1539.38497,1544.77651,1550.41098,1545.2787,1880.0,2188.0
1524.07565,1524.6566,1530.27632,1538.64357,1552.57673,1553.28983,1531.04036,1539.38547,1544.7763,1550.41014,1545.27946,1880.0,2188.0
1524.07698,1524.65727,1530.27606,1538.64416,1552.5765,1553.29037,1531.04052,1539.38611,1544.77523,1550.41107,1545.27968,1880.0,2188.0
1524.07651,1524.65624,1530.27665,1538.6441,1552.57625,1553.29001,1531.04094,1539.38509,1544.7761,1550.41058,1545.27937,1880.0,2188.0
1524.07616,1524.6563,1530.27601,1538.64381,1552.57714,1553.28991,1531.04059,1539.38525,1544.77588,1550.40993,1545.27846,1880.0,2188.0
1524.07592,1524.6567,1530.27627,1538.64406,1552.57624,1553.28986,1531.04016,1539.38475,1544.77664,1550.4101,1545.28,1880.0,2188.0
1524.07621,1524.65628,1530.27711,1538.64294,1552.57616,1553.28989,1531.04148,1539.38449,1544.77592,1550.40771,1545.27886,1880.0,2188.0
1524.07627,1524.65639,1530.27569,1538.64344,1552.57684,1553.28969,1531.04087,1539.38488,1544.77579,1550.41042,1545.27962,1880.0,2188.0
1524.07682,1524.65721,1530.27571,1538.64341,1552.57663,1553.29005,1531.04076,1539.38443,1544.77656,1550.41054,1545.2789,1880.0,2188.0
1524.07632,1524.65608,1530.27673,1538.64307,1552.57614,1553.2898,1531.04041,1539.38499,1544.77635,1550.40996,1545.27916,1880.0,2188.0
1524.07647,1524.6558,1530.27584,1538.64343,1552.57639,1553.29037,1531.04021,1539.38511,1544.77633,1550.41044,1545.27917,1880.0,2188.0
1524.07584,1524.65616,1530.27585,1538.64286,1552.57642,1553.29017,1531.04007,1539.38523,1544.70112,1550.41219,1545.27854,1880.0,2188.0
1524.07594,1524.65619,1530.27675,1538.64349,1552.57615,1553.29015,1531.04019,1539.38497,1544.7759,1550.41122,1545.27969,1880.0,2188.0
1524.07577,1524.6559,1530.27532,1538.64375,1552.57666,1553.29022,1531.0402,1539.38497,1544.77506,1550.41076,1545.27932,1880.0,2188.0
1524.07607,1524.65688,1530.27619,1538.64313,1552.57607,1553.2904,1531.04077,1539.38483,1544.77517,1550.41036,1545.27918,1880.0,2188.0
1524.07538,1524.65535,1530.27639,1538.64384,1552.5759,1553.29018,1531.04021,1539.38467,1544.77654,1550.41006,1545.27899,1880.0,2188.0
1524.07561,1524.6551,1530.27545,1538.64375,1552.57628,1553.29004,1531.03977,1539.38438,1544.70157,1550.40985,1545.27946,1880.0,2188.0
1524.07584,1524.65634,1530.27594,1538.644,1552.57592,1553.29029,1531.04025,1539.38484,1544.77592,1550.41174,1545.27987,1880.0,2188.0
1524.07707,1524.65707,1530.27602,1538.6432,1552.57722,1553.29005,1531.04041,1539.38487,1544.77708,1550.41122,1545.27864,1880.0,2188.0
1524.0763,1524.65636,1530.27625,1538.64291,1552.57641,1553.28999,1531.04052,1539.38419,1544.77662,1550.41157,1545.27886,1880.0,2188.0
1524.07618,1524.6564,1530.27658,1538.6435,1552.57623,1553.29034,1531.04119,1539.38509,1544.77666,1550.41129,1545.28016,1880.0,2188.0
1524.07513,1524.65565,1530.27572,1538.64356,1552.57649,1553.29036,1531.04086,1539.38458,1544.77601,1550.41076,1545.2799,1880.0,2188.0
1524.07619,1524.65643,1530.27608,1538.64393,1552.57674,1553.29027,1531.03993,1539.38442,1544.77642,1550.41121,1545.27996,1880.0,2188.0
1524.0758,1524.65606,1530.27701,1538.64373,1552.57658,1553.29051,1531.04038,1539.38484,1544.77518,1550.41084,1545.28012,1880.0,2188.0
1524.07656,1524.65601,1530.27695,1538.64358,1552.57648,1553.28985,1531.04113,1539.38476,1544.77646,1550.41134,1545.27944,1880.0,2188.0
